State,LGA,Ward (GRID3),Ward (OCHA/COD),Ward spans multiple LGAs (Y/N),Other LGA(s) sharing this ward,Partners covering this LGA-ward portion,Non-IDP clusters,IDP clusters,Total target HHs (primary),Accessible status,Status source,Reporting partner(s),Reported by,Reason category,Reason notes,Date reported by partner,Last reported date,% target achieved so far (as reported)
Katsina,Sabuwa,Sabuwa B,,No,,FACT,1,0,3,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Katsina,Sabuwa,Dansoda,,Yes,Dandume,FACT,1,0,0,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Safana,,Yes,Charanchi,FACT,7,4,113,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Tsaskiya,,No,,FACT,6,3,43,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Runka A,,No,,FACT,6,3,39,Inaccessible,confirmed_by_partner_report,FACT,Partner,Population absent / relocated,Displaced by bandits,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Wurma B,,Yes,Kurfi,FACT,1,1,26,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Zakka A,,Yes,Batsari,FACT,5,2,25,Inaccessible,confirmed_by_partner_report,FACT,Partner,Population absent / relocated,Displaced by bandits,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Babban Duhu A,,No,,FACT,5,0,20,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and Kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Madogara,,Yes,Batsari,FACT,1,1,19,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Runka B,,Yes,Dan Musa,FACT,4,0,19,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Babban Duhu B,,Yes,Batsari,FACT,4,0,18,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Zakka B,,No,,FACT,3,1,15,Inaccessible,confirmed_by_partner_report,FACT,Partner,Population absent / relocated,Displaced by Bandits,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Dandire B,,Yes,Dan Musa,FACT,4,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Baure B,,No,,FACT,2,0,9,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Kutawa,,Yes,Dutsin-Ma,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Dabawa,,Yes,Dutsin-Ma; Kurfi,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings ,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Baure A,,No,,FACT,2,0,4,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Karare,,Yes,Batsari,FACT,2,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and kinappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Safana,Dutsin Ma B,,Yes,Dutsin-Ma,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry and Kidnappings,2026-04-09 00:00:00,2026-04-09,
Katsina,Sandamu,Sandamu,,No,,MDM,4,1,87,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Fago B,,Yes,Zango,MDM,3,0,16,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Rade A,,No,,MDM,5,0,16,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Rade B,,No,,MDM,4,0,13,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Fago A,,No,,MDM,2,0,12,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Karkarku,,No,,MDM,0,1,12,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Katsayal,,No,,MDM,2,0,12,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Daneji B,,No,,MDM,3,0,7,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Daneji A,,No,,MDM,2,0,5,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Kagare,,No,,MDM,2,0,4,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Kwasarawa,,No,,MDM,1,0,2,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Sandamu,Madobi B,,Yes,Daura,MDM,1,0,0,Accessible,default_unreported,,Not yet reported,,,,,
Katsina,Zango,Garni,,No,,Save the Children,6,0,28,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Katsina,Zango,Rogogo,,No,,Save the Children,4,0,22,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Katsina,Zango,Kanda,,No,,Save the Children,2,0,13,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Katsina,Zango,Sara,,No,,Save the Children,2,0,11,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Katsina,Zango,K Malamai,,Yes,Baure,Save the Children,2,0,9,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Katsina,Zango,Dargage,,No,,Save the Children,2,0,7,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Katsina,Zango,Kawarin Kudi,,No,,Save the Children,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Katsina,Zango,Fago B,,Yes,Sandamu,Save the Children,1,0,3,Accessible,confirmed_by_partner_report,Save the Children,Partner,N/A - fully accessible,"This ward's GRID3 polygon disagrees with the official OCHA/COD LGA boundary at this point - GRID3 places it in Sandamu, but OCHA/COD (the officially endorsed boundary source) places it in Zango. Save the Children flagged this on the ground (email 2026-08-08/19); Jack re-verified all 54 similarly-flagged points directly against OCHA/COD on 2026-08-11 and retained the original LGA assignment for all of them - a genuine boundary-dataset disagreement at a contested edge, not a data-entry error - see the full reasoning in the raw email (resampling/input/partner_raw_comms/Save the Children/). No change to the sampling frame; ward remains accessible.",2026-08-28 00:00:00,2026-08-28,
Katsina,Zango,Gwamba,,No,,Save the Children,1,0,3,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Katsina,Zango,Maibara,,Yes,Baure,Save the Children,1,0,0,Accessible,confirmed_by_partner_report,Save the Children,Partner,N/A - fully accessible,"This ward's GRID3 polygon disagrees with the official OCHA/COD LGA boundary at this point - GRID3 places it in Baure, but OCHA/COD (the officially endorsed boundary source) places it in Zango. Save the Children flagged this on the ground (email 2026-08-08/19); Jack re-verified all 54 similarly-flagged points directly against OCHA/COD on 2026-08-11 and retained the original LGA assignment for all of them - a genuine boundary-dataset disagreement at a contested edge, not a data-entry error - see the full reasoning in the raw email (resampling/input/partner_raw_comms/Save the Children/). No change to the sampling frame; ward remains accessible.",2026-08-28 00:00:00,2026-08-28,
Kebbi,Aleiro,Aliero Dangaladima 1,,No,,FACT,2,0,19,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Aleiro,Aliero S Fada 1,,No,,FACT,1,0,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Aleiro,Aliero S Fada 2,,No,,FACT,2,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Aleiro,Sabiyal,,No,,FACT,2,0,10,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,In progress,24/08/2026,2026-08-24,
Kebbi,Aleiro,Danwarai,,No,,FACT,1,0,9,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Aleiro,Rafin Bauna,,No,,FACT,2,0,8,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,In progress,24/08/2026,2026-08-24,
Kebbi,Aleiro,Aliero Dangaladima 2,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Aleiro,Jiga Birni,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Aleiro,Kashin Zama,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Aleiro,Jiga Makera,,No,,FACT,2,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Access denied by authorities / community,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Aleiro,Gulumbe,,No,,FACT,1,0,2,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Aleiro,Jega Magaji B,,Yes,Jega,FACT,1,0,1,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Arewa-Dandi,Bachaka,,No,,FACT,9,0,53,Accessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Kangiwa,,No,,FACT,5,0,32,Accessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Yeldu,,No,,FACT,4,0,22,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Sarka,,Yes,Augie,FACT,4,0,14,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Feske-Jaffeji,,No,,FACT,3,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Gorun Dikko,,No,,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Bui,,No,,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Chibike,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Gumumunde-Rafin Tsaka,,Yes,Bunza,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Kuka,,Yes,Kalgo,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Falde,,No,,FACT,1,0,4,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Arewa-Dandi,Lema-Jantullu,,No,,FACT,2,0,4,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Previously deployed and started data collection however the team had to be evacuated this morning as gun men opened fire in several locations in the LGA. ,2026-05-09 00:00:00,2026-05-09,
Kebbi,Argungu,Kokani South,,No,,CARE,3,0,21,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Zazzagawa,,No,,CARE,3,0,18,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Gwazange,,No,,CARE,4,0,17,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Alwasa,,No,,CARE,2,0,12,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Dikko,,No,,CARE,1,0,8,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Sauwa,,No,,CARE,2,0,7,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Felande,,No,,CARE,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Kokani North,,No,,CARE,2,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Gulma,,No,,CARE,1,0,5,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Argungu,Galadima,,No,,CARE,2,0,2,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Augie,Birnin Tudu Gudale,,No,,FACT,3,0,18,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Augie,Augie South,,No,,FACT,3,0,17,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Augie,Bayawa South,,No,,FACT,3,0,16,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Augie,Yola,,No,,FACT,4,0,15,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Augie,Augie North,,No,,FACT,4,0,13,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Augie,Bayawa North,,No,,FACT,4,0,13,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Augie,Bagaye Mera,,No,,FACT,4,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Augie,Kwaido,,No,,FACT,2,0,8,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Augie,Lailaba,,No,,FACT,2,0,8,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Augie,Tiggi,,No,,FACT,2,0,8,Inaccessible,confirmed_by_partner_report,FACT,Needs review,Insecurity / conflict,"CORRECTED 2026-08-26: originally marked Accessible=Yes but notes described insecurity (""Banditry activities"") - contradiction, flipped to No per established project precedent (treat Yes+insecurity-notes as No). Original notes preserved above.",24/08/2026,2026-08-24,
Kebbi,Augie,Sarka,,Yes,Arewa-Dandi,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Augie,Bubuche,,No,,FACT,2,0,5,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Augie,Torankawa,,No,,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Augie,Saida Goshe,,No,,FACT,2,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bagudo,Kaoje Gwamba,,No,,FACT,7,0,42,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bagudo,Kende Kurgu,,No,,FACT,4,0,16,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Bagudo,Lafagu Gante,,Yes,Shanga,FACT,3,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Bagudo,Lolo Giris,,Yes,Dandi,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Bagudo,Matsinkai Geza,,No,,FACT,2,0,8,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bagudo,Bahindi Khaliel,,No,,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bagudo,Bani Tsamiya,,No,,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Bagudo,Bagudo Tuga,,No,,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bagudo,Illo Sabon Gari,,Yes,Suru,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bagudo,Zagga Kwasara,,No,,FACT,2,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Birnin Kebbi,Nassarawa 1,,No,,CARE,4,0,27,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Nassarawa 2,,No,,CARE,2,0,17,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Ambursa,,No,,CARE,2,0,11,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Gwadangwaji,,No,,CARE,1,0,11,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Dangaladima,,No,,CARE,2,0,9,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Kardi,,No,,CARE,2,0,8,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Kola Tarasa,,No,,CARE,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Marafa,,Yes,Fakai,CARE,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Maurida,,No,,CARE,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Birnin Kebbi,Zauro,,No,,CARE,1,0,1,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Bunza,Bunza Marafa,,No,,FACT,3,0,29,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Bunza,Bunza Dangaladima,,Yes,Suru,FACT,2,0,19,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Bunza,Tilli Hilema,,No,,FACT,2,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bunza,Salwai,,No,,FACT,2,0,10,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bunza,Gwade,,No,,FACT,3,0,9,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bunza,Maidahini,,No,,FACT,3,0,8,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Bunza,Sabon Birni,,Yes,Jega,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bunza,Raha-Makeri,,Yes,Maiyama,FACT,1,0,4,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,24/08/2026,2026-08-24,
Kebbi,Bunza,Gumumunde-Rafin Tsaka,,Yes,Arewa-Dandi,FACT,1,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bunza,Geza,,Yes,Dandi,FACT,1,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Bunza,Zogirma,,No,,FACT,1,0,1,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Buma,,No,,FACT,4,0,19,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Geza,,Yes,Bunza,FACT,3,0,18,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Kyangakwai,,No,,FACT,5,0,17,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Fana,,No,,FACT,3,0,14,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Shiko,,No,,FACT,3,0,13,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Kwakkwaba,,No,,FACT,3,0,10,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Banizumbu,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Aljannare,,Yes,Suru,FACT,2,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Maigwaza,,No,,FACT,1,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Dandi,Lolo Giris,,Yes,Bagudo,FACT,1,0,0,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Bangu,,No,,FACT,4,0,21,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Fakai Kuka,,No,,FACT,5,0,19,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Mahuta,,No,,FACT,1,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Kangi,,No,,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Danko Maga,,Yes,Wasagu/Danko,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Marafa,,Yes,Birnin Kebbi,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Peni Peni,,No,,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
