State,LGA,Ward (GRID3),Ward (OCHA/COD),Ward spans multiple LGAs (Y/N),Other LGA(s) sharing this ward,Partners covering this LGA-ward portion,Non-IDP clusters,IDP clusters,Total target HHs (primary),Accessible status,Status source,Reporting partner(s),Reported by,Reason category,Reason notes,Date reported by partner,Last reported date,% target achieved so far (as reported)
Borno,Guzamala,Mairari,Mairari,No,,FACT,2,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Alagarno,Wamiri,Yes,Kukawa,FACT,2,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Badu,Guzamala West,Yes,Nganzai,FACT,1,0,4,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Guworam,Wamiri,Yes,Kukawa,FACT,1,0,4,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Kingarwa,Mairari,No,,FACT,2,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Gazabure,Moduri,Yes,Gubio; Mobbar,FACT,1,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Monguno,Mairari,Yes,Kukawa; Monguno,FACT,2,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Gwoza,Pulka Bokko,Pulka Bokko,No,,NRC,2,1,74,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Bulabulin,Bulabulin,Yes,Maiduguri,NRC,2,1,69,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Bita Izge,Bita Izge,Yes,Damboa,NRC,3,0,18,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Hausari Gaddamayo,Hausari,No,,NRC,1,0,14,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Wala Warabe Dure,Wala Warabe,No,,NRC,2,0,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Ngoshe,Ngoshe,No,,NRC,2,0,10,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Guduf A and B,Guduf A&B,No,,NRC,2,0,7,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Kirawa Jimin,Kirawa,No,,NRC,1,0,1,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Gwoza,Gava Agapalwa,Gava Agapalawa,No,,NRC,1,0,0,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Hawul,Hizhi Bwala,Hizhibwala,No,,FACT,2,2,62,Inaccessible,confirmed_by_partner_report,FACT,Partner,Physical access (terrain,Poor terrain especially now during the rainy season,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Kwajaffa,Kwajaffa,No,,FACT,3,2,33,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Grim Damchoba,Grim Damchoba,Yes,Biu,FACT,2,1,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Marama Kidang,Marama Kidang,No,,FACT,2,1,17,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Puba Vidau,Puba Vidau,No,,FACT,3,1,14,Inaccessible,confirmed_by_partner_report,FACT,Partner,Access denied by authorities / community,Community leader adviced that the location is hard to access,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Sakwa Hema,Sakwa Hema,No,,FACT,2,1,13,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Pama Waitam,Pama Whitambaya,No,,FACT,1,1,10,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Bilingwi,Bilingwi,No,,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but Bilingwi/Sakwa Hema belongs to Hawul LGA,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Garkida,Puba Vidau,No,,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,Ward falls in Adamwa ,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Gwanzang,Gwangang Chata,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Kwaya Bura,Kwayabura,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Kidda,Kidda,No,,FACT,1,0,5,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Shaffa,Shaffa,No,,FACT,1,0,4,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Buma,Puba Vidau,Yes,Shani,FACT,1,0,2,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Hawul,Guyaku,Puba Vidau,No,,FACT,1,0,0,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but Puba Vidau belongs to Hawul LGA,2026-04-09 00:00:00,2026-04-09,
Borno,Jere,Old Maiduguri,Old Maiduguri,No,,NRC,1,3,53,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Dusuman,Dusuma,No,,NRC,2,2,27,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Mairi,Mairi,No,,NRC,3,1,27,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Galtimari,Galtimari,Yes,Maiduguri,NRC,3,1,24,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Gomari,Gomari,Yes,Konduga,NRC,2,1,16,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Mashamari,Mashamari,No,,NRC,3,0,14,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Tamsum Gamdua,Maimusari,Yes,Mafa,NRC,2,0,8,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Dala,Dala,Yes,Maiduguri,NRC,2,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Dalori,Alau,Yes,Konduga; Mafa,NRC,0,1,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Gongolong,Gongulong,No,,NRC,0,1,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Limanti,Dusuma,Yes,Bayo; Mafa; Maiduguri,NRC,0,1,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Maimusari,Maimusari,No,,NRC,1,0,5,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Gamboru,Old Maiduguri,Yes,Maiduguri,NRC,1,0,3,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Ajiri,Galtimari,Yes,Mafa,NRC,1,0,2,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Alau,Mairi,No,,NRC,1,0,1,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Jere,Auno,Gomari,Yes,Konduga,NRC,1,0,0,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Kaga,Benisheikh,Benisheikh,No,,FACT,2,1,88,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Ngamdu,Ngamdu,No,,FACT,3,1,38,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,"Wajiro is not in our previous list, its Ngamdu instead",2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Mainok,Mainok,No,,FACT,2,1,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Marguba,Marguba,No,,FACT,4,0,14,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,"Wajiro is not in our previous list, its Marguba instead",2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Foi,Fai,No,,FACT,4,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Wajiro,Benisheikh,No,,FACT,3,0,8,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Dongo,Dongo,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Wassaram,Wassaram,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Borgozo,Borgozo,No,,FACT,1,0,5,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Karagawaru,Karagawaru,No,,FACT,2,0,5,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kaga,Damakasu,Ngamdu,No,,FACT,1,0,4,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kala/Balge,Rann,Moholo,No,,PLAN,3,2,143,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Kala/Balge,Kala,Kala,No,,PLAN,5,0,25,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Kala/Balge,Jarawa,Jarawa,No,,PLAN,4,0,19,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Kala/Balge,Mada,Mada,No,,PLAN,4,0,7,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Kala/Balge,Daima,Kala,No,,PLAN,2,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Kala/Balge,Komakandi,K Kaudi,No,,PLAN,3,0,4,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Kala/Balge,Moholo,Moholo,No,,PLAN,1,0,1,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Kala/Balge,Sigal Karche,Moholo,No,,PLAN,3,0,1,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Konduga,Auno,Yajiwa,Yes,Jere,NRC,7,4,91,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Yabal,Konduga,No,,NRC,2,1,64,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Dalori,Dalori,Yes,Jere; Mafa,NRC,1,2,18,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Jakana,Jakana,No,,NRC,2,0,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Konduga,Yabal,No,,NRC,3,0,11,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Dalwa,Dalwa,No,,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Gomari,Auno,Yes,Jere,NRC,1,0,2,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Yale,Yale,No,,NRC,2,0,2,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Konduga,Malari,Konduga,No,,NRC,1,0,1,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Borno,Kukawa,Kukawa,Kukawa,Yes,Guzamala,FACT,6,0,39,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Yoyo,Yoyo,No,,FACT,9,0,34,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Baga,Baga,No,,FACT,2,0,24,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Doro,Doro,Yes,Abadam,FACT,1,0,18,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Kekeno,Kekeno,Yes,Monguno,FACT,3,0,17,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Arege,Doro,Yes,Abadam,FACT,3,0,13,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Dogoshi,Dogoshi,No,,FACT,3,0,13,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Alagarno,Alagarno,Yes,Guzamala,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Monguno,Yoyo,Yes,Guzamala; Monguno,FACT,2,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Banowa,Doro,Yes,Abadam; Guzamala; Mobbar,FACT,2,0,10,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Kauwa,Kauwa,No,,FACT,2,0,9,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Bundur,Bundur,No,,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Barwati,Barwati,No,,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kukawa,Guworam,Yoyo,Yes,Guzamala,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Kwaya Kusar,Kwaya Kusar,No,,FACT,5,3,67,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Kurba Gayi,Kurba Gayi,Yes,Bayo,FACT,4,1,28,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Gongdi,Gwandi,No,,FACT,2,1,24,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Peta,Peta,No,,FACT,2,1,17,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Bila Gusi,Bila Gusi,No,,FACT,2,1,15,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Guwal,Guwal,No,,FACT,2,1,11,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Wada,Wada,No,,FACT,2,1,11,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Kubuku,Kubuku,No,,FACT,1,1,10,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Yimirdalang,Yimirdalang,No,,FACT,2,1,9,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Kwaya Kusar,Wawa,Wawa,No,,FACT,0,1,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Mafa,Mafa,Mafa,No,,FHI 360,2,2,126,Accessible,confirmed_by_partner_report,FHI 360,Partner,N/A - fully accessible,"Source: FHI 360 point-level review (FHI 360_sampling_points_summary_FHI360.xlsx, Green/Red highlighting), shared by email 2026-08-17. All primary points in this ward marked Green (accessible).",17/08/2026,2026-08-17,
Borno,Mafa,Gawa,Gawa,Yes,Dikwa,FHI 360,5,0,25,Inaccessible,confirmed_by_partner_report,FHI 360,Partner,Insecurity / conflict,"Source: FHI 360 point-level review (FHI 360_sampling_points_summary_FHI360.xlsx, Green/Red highlighting), shared by email 2026-08-17. All primary points in this ward marked Red. Partner's own framing: ""some of the assigned clusters and households are currently inaccessible, while others fall outside our approved movement boundaries"" - not distinguished per ward in their email, so logged uniformly as Insecurity/conflict; flag to partner if a specific ward here is a movement-boundary case rather than active insecurity.",17/08/2026,2026-08-17,0
Borno,Mafa,Mujigine,Mujigine,No,,FHI 360,3,0,16,Inaccessible,confirmed_by_partner_report,FHI 360,Partner,Insecurity / conflict,"Source: FHI 360 point-level review (FHI 360_sampling_points_summary_FHI360.xlsx, Green/Red highlighting), shared by email 2026-08-17. All primary points in this ward marked Red. Partner's own framing: ""some of the assigned clusters and households are currently inaccessible, while others fall outside our approved movement boundaries"" - not distinguished per ward in their email, so logged uniformly as Insecurity/conflict; flag to partner if a specific ward here is a movement-boundary case rather than active insecurity.",17/08/2026,2026-08-17,0
Borno,Mafa,Ajiri,Ajiri,Yes,Jere,FHI 360,3,0,13,Inaccessible,confirmed_by_partner_report,FHI 360,Partner,Insecurity / conflict,"Source: FHI 360 point-level review (FHI 360_sampling_points_summary_FHI360.xlsx, Green/Red highlighting), shared by email 2026-08-17. All primary points in this ward marked Red. Partner's own framing: ""some of the assigned clusters and households are currently inaccessible, while others fall outside our approved movement boundaries"" - not distinguished per ward in their email, so logged uniformly as Insecurity/conflict; flag to partner if a specific ward here is a movement-boundary case rather than active insecurity.",17/08/2026,2026-08-17,0
Borno,Mafa,Koshebe,Koshebe,No,,FHI 360,2,0,8,Inaccessible,confirmed_by_partner_report,FHI 360,Partner,Insecurity / conflict,"Source: FHI 360 point-level review (FHI 360_sampling_points_summary_FHI360.xlsx, Green/Red highlighting), shared by email 2026-08-17. All primary points in this ward marked Red. Partner's own framing: ""some of the assigned clusters and households are currently inaccessible, while others fall outside our approved movement boundaries"" - not distinguished per ward in their email, so logged uniformly as Insecurity/conflict; flag to partner if a specific ward here is a movement-boundary case rather than active insecurity.",17/08/2026,2026-08-17,0
Borno,Mafa,Laje,Lege,No,,FHI 360,1,0,6,Inaccessible,confirmed_by_partner_report,FHI 360,Partner,Insecurity / conflict,"Source: FHI 360 point-level review (FHI 360_sampling_points_summary_FHI360.xlsx, Green/Red highlighting), shared by email 2026-08-17. All primary points in this ward marked Red. Partner's own framing: ""some of the assigned clusters and households are currently inaccessible, while others fall outside our approved movement boundaries"" - not distinguished per ward in their email, so logged uniformly as Insecurity/conflict; flag to partner if a specific ward here is a movement-boundary case rather than active insecurity.",17/08/2026,2026-08-17,0
